name,nm
Fe II,514.57306
Fe II,514.58220
Fe II,514.88984
Fe II,514.946227
Fe II,515.048129
Fe II,515.28727
Fe II,515.467992
Fe II,515.47413
Fe II,515.69143
Fe II,515.72862
Fe II,515.99087
Fe II,516.07725
Fe I,516.45514
Fe II,516.655135
Fe I,516.74879
Fe II,516.90282
Fe II,516.980158
Fe II,517.07762
Fe II,517.50005
Fe II,517.70188
Fe II,517.83743
Fe II,518.03117
Fe II,518.34884
Fe I,518.42658
Fe II,518.68671
Fe I,518.79142
Fe II,519.07358
Fe II,519.09145
Fe I,519.14542
Fe I,519.23434
Fe II,519.28561
Fe II,519.48864
Fe II,519.64399
Fe I,519.79354
Fe II,519.91191
Fe II,520.07977
Fe II,520.25913
Fe II,520.36342
Fe I,520.85937
Fe II,521.28308
Fe II,521.35341
Fe II,521.39518
Fe II,521.40559
Fe II,521.44905
Fe I,521.51801
Fe II,521.534741
Fe II,521.584563
Fe II,521.68579
Fe II,521.68587
Fe I,521.73891
Fe I,521.79190
Fe II,521.884132
Fe II,521.96928
Fe II,521.99199
Fe II,522.23508
Fe I,522.31825
Fe II,522.32559
Fe II,522.38037
Fe II,522.44042
Fe II,522.59629
Fe I,522.68612
Fe I,522.71889
Fe II,522.73171
Fe II,522.74855
Fe II,522.77605
Fe I,522.83754
Fe II,522.889114
Fe II,523.19114
Fe II,523.278145
Fe I,523.29398
Fe I,523.53870
Fe I,523.62017
Fe II,523.66213
Fe II,523.794901
Fe II,523.98074
Fe II,524.10545
Fe I,524.24905
Fe I,524.37758
Fe II,524.39233
Fe II,524.517071
Fe II,524.54550
Fe II,524.79558
Fe I,524.91049
Fe II,524.93400
Fe II,525.12257
Fe I,525.34617
Fe II,525.35189
Fe II,525.36489
Fe II,525.44022
Fe II,525.711889
Fe II,525.789335
Fe II,525.81221
Fe II,525.84196
Fe II,526.02544
Fe II,526.14550
Fe II,526.23128
Fe II,526.29555
Fe I,526.33060
Fe II,526.34906
Fe II,526.40199
Fe II,526.41790
Fe II,526.59850
Fe I,526.65543
Fe II,526.84058
Fe I,526.95366
Fe II,527.00313
Fe I,527.03561
Fe II,527.10986
Fe II,527.22203
Fe I,527.31633
Fe II,527.82298
Fe II,528.09327
Fe I,528.17895
Fe I,528.36207
Fe II,528.40707
Fe II,529.16610
Fe II,529.88573
Fe I,530.23001
Fe II,530.25377
Fe II,530.61824
Fe II,530.98730
Fe II,531.06309
Fe II,531.19081
Fe II,531.30991
Fe II,531.40252
Fe II,531.50830
Fe II,531.59908
Fe II,531.62138
Fe II,531.75593
Fe II,531.80546
Fe II,531.87387
Fe I,532.11074
Fe II,532.22366
Fe I,532.41785
Fe I,532.80381
Fe II,532.89370
Fe II,532.96481
Fe I,532.99894
Fe II,533.95943
Fe I,533.99291
Fe II,534.41087
Fe II,534.57364
Fe II,534.59523
Fe II,534.68575
Fe II,534.71875
Fe I,534.97371
Fe II,535.19303
Fe II,535.30737
Fe II,535.32532
Fe II,535.54206
Fe II,535.88724
Fe II,535.92476
Fe II,536.04798
Fe I,536.16249
Fe II,536.27474
Fe II,536.29701
Fe I,536.48704
Fe I,536.53985
Fe II,536.62086
Fe II,536.68767
Fe I,536.74654
Fe II,536.89096
Fe I,536.99607
Fe II,537.02789
Fe II,537.03176
Fe II,537.04350
Fe II,537.12735
Fe I,537.14891
Fe I,537.37083
Fe II,537.58319
Fe II,537.58481
Fe II,537.92455
Fe I,538.33680
Fe II,538.70629
Fe II,538.80263
Fe II,538.90312
Fe II,539.02019
Fe II,539.03582
Fe II,539.19767
Fe I,539.31670
Fe II,539.35776
Fe II,539.38407
Fe II,539.58544
Fe II,539.79387
Fe II,539.80582
Fe I,539.82786
Fe II,539.89403
Fe II,539.95618
Fe II,540.18862
Fe II,540.20573
Fe II,540.28926
Fe I,540.38218
Fe I,540.41508
Fe II,540.50904
Fe II,540.50963
Fe II,540.56603
Fe I,540.57743
Fe I,540.91327
Fe I,541.09092
Fe II,541.13773
Fe II,541.19684
Fe II,541.27426
Fe II,541.48523
Fe I,541.51984
Fe I,541.70364
Fe II,541.76415
Fe I,542.95033
Fe II,542.99869
Fe I,543.29476
Fe I,543.45233
Fe II,544.10556
Fe II,544.22567
Fe II,544.23589
Fe II,544.34435
Fe II,544.43868
Fe II,544.52978
Fe II,544.58003
Fe II,545.00950
Fe II,545.13165
Fe II,545.59302
Fe II,545.77218
Fe II,546.05022
Fe I,546.32750
Fe I,546.42796
Fe II,546.59320
Fe I,547.00922
Fe I,547.27085
Fe II,547.28544
Fe II,547.35807
Fe I,547.39005
Fe II,547.51833
Fe II,547.58263
Fe I,547.62888
Fe I,547.65642
Fe II,547.83193
Fe II,547.93984
Fe I,548.08602
Fe II,548.09561
Fe I,548.12427
Fe II,548.12725
Fe I,548.14381
Fe II,548.23056
Fe I,548.30985
Fe II,548.73936
Fe II,548.76177
Fe II,548.80810
Fe II,548.87750
Fe II,549.20786
Fe II,549.23978
Fe II,549.26739
Fe I,549.33216
Fe II,549.38309
Fe II,549.85741
Fe II,549.96125
Fe II,550.10206
Fe II,550.26696
Fe II,550.32151
Fe II,550.33597
Fe II,550.38941
Fe II,550.61986
Fe II,550.70710
Fe II,551.06402
Fe II,551.07833
Fe II,551.10874
Fe I,552.24459
Fe I,552.55434
Fe II,552.90526
Fe II,553.03363
Fe II,553.20858
Fe II,553.48929
Fe I,553.54179
Fe I,554.39354
Fe II,554.42013
Fe II,554.47582
Fe I,554.65052
Fe II,554.81437
Fe II,554.82306
Fe II,554.90002
Fe I,555.79822
Fe II,555.82856
Fe II,555.97944
Fe I,556.02110
Fe II,556.11382
Fe II,556.15256
Fe II,556.33878
Fe I,556.35996
Fe I,556.96178
Fe II,557.02785
Fe II,557.15265
Fe I,557.28421
Fe I,557.31018
Fe II,557.50150
Fe I,557.60891
Fe II,557.79122
Fe II,557.80084
Fe II,557.99259
Fe II,558.16235
Fe II,558.39449
Fe I,558.67553
Fe II,558.80325
Fe II,558.82208
Fe II,559.45645
Fe I,559.46550
Fe I,560.02242
Fe I,560.27673
Fe I,560.29448
Fe I,561.56436
Fe I,561.86321
Fe I,562.45418
Fe II,562.98660
Fe I,563.39459
Fe I,563.82618
Fe II,563.96833
Fe I,564.14340
Fe II,564.38685
Fe II,564.53900
Fe II,564.62263
Fe II,564.88996
Fe I,564.99867
Fe I,565.07052
Fe II,565.15236
Fe II,565.16338
Fe I,565.51761
Fe II,565.53451
Fe I,565.86572
Fe I,565.88161
Fe II,566.01399
Fe I,566.13445
Fe I,566.25159
Fe II,566.86305
Fe II,567.52539
Fe I,567.90233
Fe I,568.65296
Fe II,569.09949
Fe I,569.14964
Fe II,570.32578
Fe I,570.54640
Fe I,570.59918
Fe I,570.93776
Fe I,571.18483
Fe II,571.50953
Fe I,571.78322
Fe II,571.94502
Fe II,572.65527
Fe II,573.00910
Fe II,573.01771
Fe I,573.17616
Fe II,573.75315
Fe II,573.78921
Fe II,574.65662
Fe II,574.87108
Fe II,575.14863
Fe I,575.31220
Fe II,575.54485
Fe I,576.29918
Fe II,576.69077
Fe II,576.84490
Fe I,577.50802
Fe II,577.67498
Fe II,578.01279
Fe II,578.03347
Fe II,578.36226
Fe II,578.44455
Fe II,578.64072
Fe II,579.06876
Fe II,579.86304
Fe II,580.27690
Fe I,580.67249
Fe II,581.16334
Fe II,581.17925
Fe I,581.63725
Fe II,582.65239
Fe II,583.03440
Fe II,583.89901
Fe II,584.22945
Fe I,585.22181
Fe II,585.41872
Fe I,585.60877
Fe II,587.17703
Fe II,587.85366
Fe I,588.38163
Fe II,588.50144
Fe II,589.53399
Fe II,589.80263
Fe II,590.28231
Fe II,590.35231
Fe I,590.56710
Fe I,592.77884
Fe I,592.96758
Fe I,593.46542
Fe II,594.43959
Fe II,594.84181
Fe I,595.27177
Fe II,595.56976
Fe II,596.17055
Fe II,596.39298
Fe II,596.56196
Fe II,597.66864
Fe II,598.38490
Fe XXV,598.6
Fe II,598.80095
Fe II,599.33853
Fe II,600.10772
Fe I,602.70506
Fe II,604.94377
